customer,interarrival_time,service_time,arrival_time,service_start,service_end,wait_time,process_duration,queue_length,rating,price_paid,postal_code,lat,long
8708,8.93,9.75,18.43,18.43,18.6,0.0,9.58,1,4,10,680623,1.39832,103.74734
8709,10.83,9.6,18.8,18.8,18.97,0.0,9.45,0,4,10,121441,1.31483,103.7646
8710,4.7,12.28,19.37,19.37,19.55,0.0,11.83,0,3,10,530108,1.35288,103.8905
8711,10.37,8.07,19.43,19.43,19.63,0.0,12.87,1,5,10,530682,1.37373,103.88552
8712,23.52,10.0,20.42,20.42,20.57,0.0,9.07,0,5,8,530804,1.37115,103.89447
8713,35.05,8.8,20.48,20.48,20.68,0.0,11.63,1,3,10,600135,1.33385,103.74015
8714,50.02,10.52,20.98,20.98,21.12,0.0,8.33,0,4,10,640509,1.34875,103.71935
8715,17.18,7.43,21.23,21.23,21.37,0.0,7.15,0,5,10,510440,1.36916,103.95866
8716,6.6,10.75,21.42,21.42,21.65,0.0,13.37,0,3,8,823273,1.40231,103.90127
8717,17.02,11.22,22.2,22.2,22.43,0.0,14.12,0,4,10,550263,1.35398,103.87197
8718,3.73,8.68,22.23,22.23,22.38,0.0,8.87,1,4,8,527201,1.35292,103.95386
8719,27.13,7.12,22.4,22.4,22.53,0.0,8.22,1,5,8,650156,1.34836,103.74384
8720,4.22,9.65,23.3,23.3,23.47,0.0,10.48,0,5,8,680623,1.39832,103.74734
8721,1.62,8.78,23.82,23.82,0.02,0.0,12.17,0,4,18,121441,1.31483,103.7646
8722,0.93,11.3,0.05,0.05,0.22,0.0,10.03,0,3,8,530108,1.35288,103.8905
8723,17.92,6.92,0.28,0.28,0.43,0.0,8.92,0,4,10,530682,1.37373,103.88552
8724,0.53,9.07,0.38,0.38,0.55,0.0,9.28,1,4,10,530804,1.37115,103.89447
8725,19.48,10.82,0.4,0.43,0.62,2.05,12.47,2,4,8,600135,1.33385,103.74015
8726,14.22,8.57,0.42,0.55,0.73,7.95,19.13,3,3,8,640509,1.34875,103.71935
8727,9.43,11.73,0.45,0.62,0.75,9.43,18.02,3,3,10,510440,1.36916,103.95866
8728,7.57,8.5,0.47,0.73,0.92,15.57,27.23,4,2,10,823273,1.40231,103.90127
8729,14.53,7.15,0.52,0.75,0.88,14.0,21.45,5,2,10,550263,1.35398,103.87197
8730,4.35,13.33,0.53,0.88,0.97,21.12,26.13,6,2,10,527201,1.35292,103.95386
8731,17.5,8.2,0.8,0.92,1.08,7.0,16.42,3,3,25,650156,1.34836,103.74384
8732,0.6,8.7,1.33,1.33,1.48,0.0,9.27,0,4,10,680623,1.39832,103.74734
8733,0.05,11.13,1.58,1.58,1.7,0.0,7.8,0,4,8,121441,1.31483,103.7646
8734,6.63,11.25,2.02,2.02,2.17,0.0,8.07,0,5,10,530108,1.35288,103.8905
8735,5.85,7.97,2.27,2.27,2.4,0.0,8.57,0,4,10,530682,1.37373,103.88552
8736,1.97,13.35,2.82,2.82,3.0,0.0,11.1,0,5,10,530804,1.37115,103.89447
8737,5.58,9.72,2.97,2.97,3.08,0.0,6.98,1,5,18,600135,1.33385,103.74015
8738,5.15,12.15,3.18,3.18,3.32,0.0,8.37,0,5,18,640509,1.34875,103.71935
8739,44.83,10.27,3.2,3.2,3.4,0.0,12.15,1,3,10,510440,1.36916,103.95866
8740,15.58,6.38,3.25,3.32,3.48,4.15,14.18,2,5,10,823273,1.40231,103.90127
8741,6.72,13.42,3.42,3.42,3.57,0.0,9.0,1,4,10,550263,1.35398,103.87197
8742,36.85,9.23,3.47,3.48,3.6,1.32,8.73,2,4,10,527201,1.35292,103.95386
8743,0.23,11.35,3.97,3.97,4.13,0.0,10.17,0,4,10,650156,1.34836,103.74384
8744,23.22,10.28,4.22,4.22,4.35,0.0,8.52,0,5,8,680623,1.39832,103.74734
8745,7.02,12.55,4.43,4.43,4.58,0.0,8.68,0,5,10,121441,1.31483,103.7646
8746,35.62,9.2,4.8,4.8,4.92,0.0,7.02,0,5,10,530108,1.35288,103.8905
8747,13.8,7.88,5.8,5.8,5.93,0.0,7.95,0,5,8,530682,1.37373,103.88552
8748,7.07,8.43,5.9,5.9,6.13,0.0,13.48,1,5,10,530804,1.37115,103.89447
8749,4.33,13.2,6.12,6.12,6.27,0.0,9.27,1,4,10,600135,1.33385,103.74015
8750,16.47,11.18,6.48,6.48,6.65,0.0,10.7,0,3,10,640509,1.34875,103.71935
8751,19.3,6.23,6.82,6.82,7.02,0.0,12.12,0,5,10,510440,1.36916,103.95866
8752,6.07,11.58,7.07,7.07,7.18,0.0,6.42,0,5,8,823273,1.40231,103.90127
8753,59.2,8.12,7.18,7.18,7.25,0.0,4.17,0,5,10,550263,1.35398,103.87197
8754,10.63,8.95,7.57,7.57,7.77,0.0,11.95,0,5,10,527201,1.35292,103.95386
8755,17.47,12.2,8.08,8.08,8.25,0.0,9.55,0,4,25,650156,1.34836,103.74384
8756,36.55,7.3,8.12,8.12,8.25,0.0,8.15,1,4,8,680623,1.39832,103.74734
8757,2.32,12.6,8.23,8.25,8.45,0.72,13.43,2,5,10,121441,1.31483,103.7646
8758,11.53,5.18,9.55,9.55,9.68,0.0,8.62,0,4,18,530108,1.35288,103.8905
8759,16.07,7.68,9.65,9.65,9.85,0.0,12.5,1,5,10,530682,1.37373,103.88552
8760,7.65,10.83,9.77,9.77,9.9,0.0,8.48,1,5,8,530804,1.37115,103.89447
8761,8.32,9.55,9.95,9.95,10.15,0.0,12.02,0,4,10,600135,1.33385,103.74015
8762,1.9,10.28,10.43,10.43,10.62,0.0,10.93,0,4,10,640509,1.34875,103.71935
8763,6.07,10.47,10.55,10.55,10.77,0.0,12.25,1,4,8,510440,1.36916,103.95866
8764,11.33,11.33,11.57,11.57,11.78,0.0,12.92,0,4,10,823273,1.40231,103.90127
8765,4.15,7.92,11.6,11.6,11.78,0.0,10.9,1,3,10,550263,1.35398,103.87197
8766,41.15,10.15,12.37,12.37,12.52,0.0,8.53,0,4,25,527201,1.35292,103.95386
8767,26.62,9.68,12.4,12.4,12.6,0.0,11.95,1,5,8,650156,1.34836,103.74384
8768,7.08,8.82,12.77,12.77,12.93,0.0,10.0,0,4,10,680623,1.39832,103.74734
8769,5.88,10.8,12.98,12.98,13.18,0.0,12.25,0,5,8,121441,1.31483,103.7646
8770,28.22,12.03,13.03,13.03,13.2,0.0,10.07,1,5,10,530108,1.35288,103.8905
8771,2.23,13.55,13.07,13.18,13.35,7.53,17.22,2,5,10,530682,1.37373,103.88552
8772,2.57,8.82,13.15,13.2,13.38,2.87,13.53,3,5,8,530804,1.37115,103.89447
8773,7.3,11.4,13.63,13.63,13.8,0.0,10.33,0,5,10,600135,1.33385,103.74015
8774,4.08,10.33,13.67,13.67,13.83,0.0,10.25,1,3,10,640509,1.34875,103.71935
8775,26.55,6.92,13.78,13.8,14.0,0.62,12.6,2,5,10,510440,1.36916,103.95866
8776,6.4,11.37,13.92,13.92,14.05,0.0,7.67,1,4,10,823273,1.40231,103.90127
8777,1.15,11.23,14.0,14.0,14.17,0.0,10.53,1,3,10,550263,1.35398,103.87197
8778,5.08,10.48,14.15,14.15,14.3,0.0,8.83,1,5,18,527201,1.35292,103.95386
8779,3.72,6.12,14.5,14.5,14.63,0.0,8.23,0,5,8,650156,1.34836,103.74384
8780,39.77,7.75,14.52,14.52,14.68,0.0,9.83,1,4,10,680623,1.39832,103.74734
8781,4.07,11.1,14.75,14.75,14.87,0.0,7.18,0,4,10,121441,1.31483,103.7646
8782,36.0,7.87,14.75,14.75,14.9,0.0,8.9,1,4,10,530108,1.35288,103.8905
8783,1.07,13.22,15.47,15.47,15.58,0.0,7.1,0,4,10,530682,1.37373,103.88552
8784,15.42,10.12,15.68,15.68,15.87,0.0,11.4,0,4,10,530804,1.37115,103.89447
8785,13.32,10.78,15.68,15.68,15.87,0.0,10.32,1,4,10,600135,1.33385,103.74015
8786,4.32,5.87,16.07,16.07,16.22,0.0,8.85,0,4,25,640509,1.34875,103.71935
8787,5.78,10.53,16.17,16.17,16.32,0.0,9.35,1,4,10,510440,1.36916,103.95866
8788,8.48,7.85,16.52,16.52,16.68,0.0,9.92,0,5,8,823273,1.40231,103.90127
8789,0.6,10.02,16.58,16.58,16.75,0.0,9.77,1,5,10,550263,1.35398,103.87197
8790,8.38,8.27,17.33,17.33,17.47,0.0,8.02,0,4,10,527201,1.35292,103.95386
8791,4.95,12.23,17.5,17.5,17.7,0.0,12.2,0,3,10,650156,1.34836,103.74384
8792,4.92,13.12,18.1,18.1,18.23,0.0,8.32,0,5,10,680623,1.39832,103.74734
8793,8.57,9.68,18.47,18.47,18.6,0.0,7.58,0,4,10,121441,1.31483,103.7646
8794,25.72,8.85,18.98,18.98,19.12,0.0,8.45,0,5,10,530108,1.35288,103.8905
8795,0.52,12.37,19.08,19.08,19.23,0.0,9.12,1,5,10,530682,1.37373,103.88552
8796,16.35,10.28,19.15,19.15,19.32,0.0,9.37,1,4,10,530804,1.37115,103.89447
8797,9.0,9.83,19.42,19.42,19.6,0.0,10.52,0,4,25,600135,1.33385,103.74015
8798,48.23,9.18,19.57,19.57,19.7,0.0,8.28,1,5,10,640509,1.34875,103.71935
8799,51.25,10.4,19.63,19.63,19.78,0.0,8.15,1,4,8,510440,1.36916,103.95866
8800,10.75,10.57,19.93,19.93,20.15,0.0,13.2,0,3,10,823273,1.40231,103.90127
8801,15.88,11.67,20.1,20.1,20.33,0.0,14.53,1,4,8,550263,1.35398,103.87197
8802,11.08,10.68,20.2,20.2,20.32,0.0,7.53,1,5,18,527201,1.35292,103.95386
8803,7.1,11.98,20.37,20.37,20.57,0.0,11.83,0,4,25,650156,1.34836,103.74384
8804,47.15,6.17,20.43,20.43,20.58,0.0,8.93,1,4,10,680623,1.39832,103.74734
8805,5.3,8.62,20.78,20.78,20.9,0.0,7.52,0,5,10,121441,1.31483,103.7646
8806,1.8,9.67,20.88,20.88,21.08,0.0,11.05,1,3,18,530108,1.35288,103.8905
8807,7.83,6.8,21.3,21.3,21.5,0.0,11.92,0,4,18,530682,1.37373,103.88552
8808,15.65,10.4,21.65,21.65,21.85,0.0,12.05,0,3,10,530804,1.37115,103.89447
8809,2.97,6.1,21.67,21.67,21.83,0.0,9.93,1,5,10,600135,1.33385,103.74015
8810,18.5,11.88,21.77,21.83,22.05,3.88,16.8,2,5,10,640509,1.34875,103.71935
8811,6.53,10.77,22.47,22.47,22.67,0.0,12.05,0,4,10,510440,1.36916,103.95866
8812,2.03,10.65,22.73,22.73,22.88,0.0,9.62,0,5,10,823273,1.40231,103.90127
8813,27.7,11.83,23.15,23.15,23.35,0.0,12.77,0,4,18,550263,1.35398,103.87197
8814,9.02,12.7,23.2,23.2,23.35,0.0,8.78,1,5,10,527201,1.35292,103.95386
8815,5.25,10.67,23.22,23.35,23.45,7.17,14.03,2,3,10,650156,1.34836,103.74384
8816,40.68,9.6,23.47,23.47,23.63,0.0,9.73,0,4,10,680623,1.39832,103.74734
8817,6.02,9.4,23.58,23.58,23.73,0.0,9.0,1,5,10,121441,1.31483,103.7646
8818,13.0,11.6,23.75,23.75,23.93,0.0,10.85,0,3,8,530108,1.35288,103.8905
8819,10.05,12.82,0.58,0.58,0.77,0.0,10.42,0,3,25,530682,1.37373,103.88552
8820,5.23,7.87,0.67,0.67,0.85,0.0,10.77,1,5,10,530804,1.37115,103.89447
8821,4.82,11.43,0.72,0.77,0.85,2.72,8.67,2,4,10,600135,1.33385,103.74015
8822,55.27,10.88,0.82,0.85,1.02,2.15,11.87,2,5,18,640509,1.34875,103.71935
8823,5.02,13.9,1.35,1.35,1.45,0.0,5.98,0,5,10,510440,1.36916,103.95866
8824,5.68,11.3,1.4,1.4,1.6,0.0,11.62,1,4,10,823273,1.40231,103.90127
8825,24.53,9.08,1.55,1.55,1.7,0.0,8.45,1,5,18,550263,1.35398,103.87197
8826,6.02,9.9,2.25,2.25,2.4,0.0,8.93,0,5,8,527201,1.35292,103.95386
8827,4.1,6.68,2.35,2.35,2.53,0.0,11.25,1,3,10,650156,1.34836,103.74384
8828,7.03,13.52,2.77,2.77,2.93,0.0,10.15,0,4,10,680623,1.39832,103.74734
8829,36.88,11.73,3.45,3.45,3.63,0.0,11.18,0,4,10,121441,1.31483,103.7646
8830,46.63,14.08,3.53,3.53,3.73,0.0,11.98,1,3,10,530108,1.35288,103.8905
8831,3.68,10.2,3.8,3.8,3.95,0.0,8.97,0,5,10,530682,1.37373,103.88552
8832,3.7,12.75,3.82,3.82,4.03,0.0,13.33,1,5,8,530804,1.37115,103.89447
8833,20.23,8.58,3.98,3.98,4.17,0.0,10.93,1,4,8,600135,1.33385,103.74015
8834,10.82,5.95,4.0,4.03,4.17,2.37,10.2,2,3,8,640509,1.34875,103.71935
8835,22.38,5.45,4.0,4.17,4.37,9.48,21.38,3,2,8,510440,1.36916,103.95866
8836,4.72,10.88,4.65,4.65,4.88,0.0,13.92,0,3,25,823273,1.40231,103.90127
8837,8.72,7.22,5.02,5.02,5.17,0.0,8.9,0,5,8,550263,1.35398,103.87197
8838,0.93,8.73,5.03,5.03,5.18,0.0,9.73,1,5,18,527201,1.35292,103.95386
8839,2.07,7.17,5.1,5.17,5.3,3.88,12.2,2,4,10,650156,1.34836,103.74384
8840,53.22,11.07,5.13,5.18,5.35,3.22,13.0,3,5,18,680623,1.39832,103.74734
8841,2.28,8.62,5.38,5.38,5.5,0.0,7.05,0,5,10,121441,1.31483,103.7646
8842,6.27,13.87,5.45,5.45,5.55,0.0,6.32,1,4,10,530108,1.35288,103.8905
8843,0.9,7.78,5.7,5.7,5.87,0.0,9.5,0,4,8,530682,1.37373,103.88552
8844,1.87,12.57,5.9,5.9,6.07,0.0,9.75,0,4,10,530804,1.37115,103.89447
8845,3.58,11.23,6.38,6.38,6.62,0.0,13.2,0,4,25,600135,1.33385,103.74015
8846,23.23,5.92,6.62,6.62,6.78,0.0,10.37,0,5,10,640509,1.34875,103.71935
8847,1.37,10.35,6.7,6.7,6.93,0.0,14.32,1,4,8,510440,1.36916,103.95866
8848,2.05,11.67,7.1,7.1,7.28,0.0,11.0,0,4,10,823273,1.40231,103.90127
8849,9.82,10.63,7.3,7.3,7.48,0.0,11.05,0,3,8,550263,1.35398,103.87197
8850,17.7,10.25,7.37,7.37,7.53,0.0,10.52,1,3,10,527201,1.35292,103.95386
8851,4.42,10.43,7.55,7.55,7.75,0.0,11.67,0,5,10,650156,1.34836,103.74384
8852,37.08,8.98,8.8,8.8,8.95,0.0,8.47,0,4,10,680623,1.39832,103.74734
8853,1.38,9.2,8.92,8.92,9.12,0.0,12.17,1,3,10,121441,1.31483,103.7646
8854,4.62,7.77,9.07,9.07,9.28,0.0,13.35,1,4,10,530108,1.35288,103.8905
8855,21.52,8.28,9.3,9.3,9.5,0.0,12.78,0,3,10,530682,1.37373,103.88552
8856,9.92,10.78,9.75,9.75,9.9,0.0,9.43,0,4,8,530804,1.37115,103.89447
8857,10.65,10.93,10.08,10.08,10.23,0.0,9.07,0,4,10,600135,1.33385,103.74015
8858,6.55,8.57,10.17,10.17,10.28,0.0,6.83,1,4,10,640509,1.34875,103.71935
8859,16.1,8.53,10.58,10.58,10.73,0.0,9.45,0,4,18,510440,1.36916,103.95866
8860,22.0,8.9,11.12,11.12,11.35,0.0,13.17,0,3,18,823273,1.40231,103.90127
8861,3.27,11.35,11.17,11.17,11.38,0.0,12.95,1,3,10,550263,1.35398,103.87197
8862,10.43,12.67,11.63,11.63,11.82,0.0,10.58,0,5,10,527201,1.35292,103.95386
8863,12.3,10.68,11.93,11.93,12.08,0.0,8.47,0,5,8,650156,1.34836,103.74384
8864,20.05,10.52,12.07,12.07,12.25,0.0,11.23,1,4,18,680623,1.39832,103.74734
8865,36.05,11.17,12.48,12.48,12.7,0.0,12.2,0,3,18,121441,1.31483,103.7646
8866,29.92,7.73,12.93,12.93,13.13,0.0,11.53,0,3,8,530108,1.35288,103.8905
8867,6.5,6.53,12.97,12.97,13.1,0.0,7.25,1,4,10,530682,1.37373,103.88552
8868,46.78,12.22,13.12,13.12,13.22,0.0,6.12,1,4,10,530804,1.37115,103.89447
8869,7.55,9.82,13.22,13.22,13.38,0.0,10.93,1,5,10,600135,1.33385,103.74015
8870,12.93,11.05,13.22,13.22,13.4,0.0,10.82,1,5,10,640509,1.34875,103.71935
8871,13.25,9.47,13.23,13.38,13.58,9.63,21.42,2,2,10,510440,1.36916,103.95866
8872,25.1,9.32,13.25,13.4,13.6,8.67,20.63,3,2,10,823273,1.40231,103.90127
8873,3.25,9.82,13.62,13.62,13.78,0.0,10.73,0,3,10,550263,1.35398,103.87197
8874,11.73,12.52,13.62,13.62,13.77,0.0,8.85,1,5,8,527201,1.35292,103.95386
8875,2.45,10.82,13.7,13.77,13.98,4.18,16.92,2,5,25,650156,1.34836,103.74384
8876,10.12,11.42,13.75,13.78,13.9,2.2,8.77,3,4,8,680623,1.39832,103.74734
8877,9.77,8.67,13.77,13.9,14.1,7.67,19.98,3,5,10,121441,1.31483,103.7646
8878,7.28,8.6,13.87,13.98,14.1,7.08,14.77,3,4,10,530108,1.35288,103.8905
8879,8.03,8.18,14.27,14.27,14.47,0.0,11.93,0,4,8,530682,1.37373,103.88552
8880,11.97,7.53,14.4,14.4,14.58,0.0,11.07,1,3,10,530804,1.37115,103.89447
8881,0.67,10.33,14.43,14.47,14.65,1.27,12.12,2,4,25,600135,1.33385,103.74015
8882,14.48,13.22,14.48,14.58,14.77,6.13,17.42,2,4,10,640509,1.34875,103.71935
8883,4.0,11.15,14.48,14.65,14.82,9.65,19.88,3,3,10,510440,1.36916,103.95866
8884,10.83,10.65,15.17,15.17,15.37,0.0,12.25,0,3,25,823273,1.40231,103.90127
8885,27.0,9.82,15.2,15.2,15.37,0.0,10.63,1,5,10,550263,1.35398,103.87197
8886,29.52,9.5,15.3,15.37,15.48,3.98,10.92,2,3,25,527201,1.35292,103.95386
8887,4.88,8.88,15.37,15.37,15.5,0.43,7.7,2,4,10,650156,1.34836,103.74384
8888,24.92,9.9,15.62,15.62,15.8,0.0,11.22,0,5,10,680623,1.39832,103.74734
8889,3.07,5.45,15.8,15.8,16.02,0.0,13.15,1,5,10,121441,1.31483,103.7646
8890,0.33,12.4,15.92,15.92,16.02,0.0,5.87,1,5,10,530108,1.35288,103.8905
8891,7.33,9.7,16.23,16.23,16.35,0.0,6.67,0,4,10,530682,1.37373,103.88552
8892,8.82,13.4,16.57,16.57,16.73,0.0,10.02,0,4,10,530804,1.37115,103.89447
8893,23.07,10.75,16.67,16.67,16.83,0.0,10.73,1,4,18,600135,1.33385,103.74015
8894,24.27,7.27,16.8,16.8,16.98,0.0,10.8,1,4,10,640509,1.34875,103.71935
8895,26.0,10.53,16.87,16.87,17.03,0.0,10.82,1,4,8,510440,1.36916,103.95866
8896,4.98,9.95,17.87,17.87,18.05,0.0,10.37,0,4,10,823273,1.40231,103.90127
8897,7.0,10.43,18.62,18.62,18.75,0.0,8.63,0,4,10,550263,1.35398,103.87197
8898,5.63,11.45,18.83,18.83,19.0,0.0,9.72,0,4,10,527201,1.35292,103.95386
8899,0.95,12.52,18.97,18.97,19.17,0.0,11.58,1,3,8,650156,1.34836,103.74384
8900,5.52,11.58,19.1,19.1,19.32,0.0,13.82,1,4,8,680623,1.39832,103.74734
8901,2.9,9.58,19.3,19.3,19.43,0.0,8.17,1,5,10,121441,1.31483,103.7646
8902,18.18,12.18,19.47,19.47,19.67,0.0,12.05,0,4,25,530108,1.35288,103.8905
8903,13.65,8.57,19.47,19.47,19.65,0.0,11.5,1,3,10,530682,1.37373,103.88552
8904,5.88,7.13,19.77,19.77,20.0,0.0,14.07,0,4,8,530804,1.37115,103.89447
8905,11.12,10.15,20.07,20.07,20.22,0.0,8.95,0,5,18,600135,1.33385,103.74015
8906,0.8,11.68,20.08,20.08,20.27,0.0,10.52,1,3,10,640509,1.34875,103.71935
8907,6.53,11.85,20.08,20.22,20.4,7.72,18.93,2,3,10,510440,1.36916,103.95866
8908,2.35,12.68,20.15,20.27,20.43,6.43,16.4,3,5,18,823273,1.40231,103.90127
8909,2.83,10.95,20.27,20.4,20.58,7.98,18.62,2,4,10,550263,1.35398,103.87197
8910,6.63,9.85,20.7,20.7,20.83,0.0,7.67,0,5,10,527201,1.35292,103.95386
8911,43.63,10.62,21.95,21.95,22.15,0.0,12.18,0,3,10,650156,1.34836,103.74384
8912,27.5,7.93,22.12,22.12,22.28,0.0,10.03,1,5,10,680623,1.39832,103.74734
8913,30.45,9.7,22.27,22.27,22.43,0.0,10.35,1,5,10,121441,1.31483,103.7646
8914,25.83,9.93,22.3,22.3,22.45,0.0,9.5,1,5,10,530108,1.35288,103.8905
8915,4.65,9.53,22.62,22.62,22.77,0.0,9.4,0,4,18,530682,1.37373,103.88552
8916,4.37,11.77,22.85,22.85,23.03,0.0,10.9,0,3,10,530804,1.37115,103.89447
8917,5.32,11.23,22.93,22.93,23.12,0.0,10.77,1,3,10,600135,1.33385,103.74015
8918,11.78,9.35,23.15,23.15,23.33,0.0,10.93,0,5,8,640509,1.34875,103.71935
8919,1.52,7.7,23.45,23.45,23.6,0.0,8.57,0,4,10,510440,1.36916,103.95866
8920,4.75,9.58,23.6,23.6,23.78,0.0,11.38,0,4,8,823273,1.40231,103.90127
8921,7.62,7.75,23.6,23.6,23.83,0.0,13.48,1,3,10,550263,1.35398,103.87197
8922,1.9,7.08,23.75,23.78,0.0,2.02,14.7,2,3,18,527201,1.35292,103.95386
8923,16.18,9.42,23.97,23.97,0.15,0.0,10.48,1,4,8,650156,1.34836,103.74384
8924,17.03,10.5,0.08,0.08,0.25,0.0,10.17,1,3,10,680623,1.39832,103.74734
8925,6.67,11.65,0.32,0.32,0.5,0.0,10.73,0,4,10,121441,1.31483,103.7646
8926,4.23,10.58,0.55,0.55,0.65,0.0,6.73,0,4,10,530108,1.35288,103.8905
8927,26.68,9.37,0.57,0.57,0.77,0.0,12.25,1,4,10,530682,1.37373,103.88552
8928,1.32,10.48,0.65,0.65,0.85,0.22,11.9,2,4,10,530804,1.37115,103.89447
8929,14.68,9.18,0.92,0.92,1.07,0.0,9.22,0,5,8,600135,1.33385,103.74015
8930,38.17,8.88,1.42,1.42,1.62,0.0,12.23,0,5,10,640509,1.34875,103.71935
8931,2.93,10.97,1.42,1.42,1.6,0.0,10.45,1,3,10,510440,1.36916,103.95866
8932,11.72,13.52,1.6,1.6,1.8,0.17,12.1,2,5,18,823273,1.40231,103.90127
8933,13.35,9.78,1.9,1.9,2.02,0.0,7.63,0,5,8,550263,1.35398,103.87197
8934,3.65,8.9,2.12,2.12,2.28,0.0,9.62,0,4,10,527201,1.35292,103.95386
8935,15.47,11.98,2.38,2.38,2.52,0.0,8.03,0,4,10,650156,1.34836,103.74384
8936,1.88,7.5,2.55,2.55,2.7,0.0,9.17,0,4,10,680623,1.39832,103.74734
8937,7.55,10.48,2.97,2.97,3.15,0.0,10.28,0,5,10,121441,1.31483,103.7646
8938,40.25,9.12,3.23,3.23,3.43,0.0,11.35,0,5,18,530108,1.35288,103.8905
8939,1.07,10.2,3.28,3.28,3.4,0.0,7.53,1,4,10,530682,1.37373,103.88552
8940,0.02,7.92,4.18,4.18,4.37,0.0,10.62,0,5,10,530804,1.37115,103.89447
8941,13.57,12.08,4.55,4.55,4.7,0.0,8.97,0,5,18,600135,1.33385,103.74015
8942,16.25,11.67,4.72,4.72,4.83,0.0,6.93,0,4,10,640509,1.34875,103.71935
8943,6.8,9.87,4.72,4.72,4.85,0.0,7.8,1,5,10,510440,1.36916,103.95866
8944,23.3,11.43,4.93,4.93,5.12,0.0,10.93,0,5,8,823273,1.40231,103.90127
8945,19.77,11.42,5.07,5.07,5.28,0.0,12.78,1,5,18,550263,1.35398,103.87197
8946,0.23,8.93,5.13,5.13,5.3,0.0,10.08,1,3,10,527201,1.35292,103.95386
8947,7.4,8.87,5.32,5.32,5.45,0.0,8.5,0,4,8,650156,1.34836,103.74384
8948,29.1,11.9,5.48,5.48,5.67,0.0,11.52,0,4,10,680623,1.39832,103.74734
8949,0.25,10.38,5.52,5.52,5.65,0.0,8.82,1,5,10,121441,1.31483,103.7646
8950,11.32,9.77,5.82,5.82,5.95,0.0,7.95,0,4,10,530108,1.35288,103.8905
8951,1.52,9.57,5.82,5.82,6.0,0.0,10.85,1,5,18,530682,1.37373,103.88552
8952,4.97,11.5,5.83,5.95,6.13,6.93,18.18,2,4,10,530804,1.37115,103.89447
8953,13.05,10.57,6.32,6.32,6.52,0.0,12.33,0,3,10,600135,1.33385,103.74015
8954,2.62,8.72,6.53,6.53,6.73,0.0,12.28,0,4,10,640509,1.34875,103.71935
8955,13.93,12.52,6.93,6.93,7.12,0.0,10.52,0,4,10,510440,1.36916,103.95866
8956,26.0,9.53,7.42,7.42,7.57,0.0,8.52,0,4,10,823273,1.40231,103.90127
8957,4.45,11.85,7.62,7.62,7.78,0.0,10.1,0,3,10,550263,1.35398,103.87197
8958,34.22,9.92,7.98,7.98,8.15,0.0,10.43,0,4,25,527201,1.35292,103.95386
8959,6.22,12.07,8.07,8.07,8.2,0.0,8.22,1,4,10,650156,1.34836,103.74384
8960,17.42,11.77,8.35,8.35,8.53,0.0,11.12,0,5,10,680623,1.39832,103.74734
8961,7.2,5.33,8.43,8.43,8.53,0.0,6.25,1,5,8,121441,1.31483,103.7646
8962,14.65,11.15,8.5,8.53,8.72,2.67,13.3,2,5,10,530108,1.35288,103.8905
8963,8.52,9.02,8.53,8.53,8.68,0.2,9.35,3,5,10,530682,1.37373,103.88552
8964,8.77,14.27,8.63,8.68,8.78,3.85,9.5,2,4,10,530804,1.37115,103.89447
8965,53.57,9.35,8.63,8.72,8.83,5.22,12.6,3,5,10,600135,1.33385,103.74015
8966,16.27,10.18,9.58,9.58,9.77,0.0,10.93,0,3,10,640509,1.34875,103.71935
8967,10.25,10.23,9.6,9.6,9.82,0.0,13.03,1,4,10,510440,1.36916,103.95866
8968,11.92,8.88,10.35,10.35,10.48,0.0,8.33,0,4,10,823273,1.40231,103.90127
8969,19.88,12.2,11.03,11.03,11.25,0.0,13.02,0,5,10,550263,1.35398,103.87197
8970,28.18,8.98,11.25,11.25,11.45,0.0,11.53,0,5,10,527201,1.35292,103.95386
8971,32.0,8.67,11.33,11.33,11.52,0.0,10.27,1,3,18,650156,1.34836,103.74384
8972,0.35,13.25,11.58,11.58,11.72,0.0,8.57,0,5,10,680623,1.39832,103.74734
8973,4.5,11.82,11.8,11.8,12.0,0.0,11.1,0,5,8,121441,1.31483,103.7646
8974,17.97,7.98,12.37,12.37,12.52,0.0,8.62,0,5,10,530108,1.35288,103.8905
8975,3.62,6.82,12.62,12.62,12.78,0.0,9.72,0,5,10,530682,1.37373,103.88552
8976,9.05,9.78,12.78,12.78,12.97,0.0,10.98,0,5,10,530804,1.37115,103.89447
8977,14.43,13.05,12.9,12.9,13.07,0.0,10.7,1,3,10,600135,1.33385,103.74015
8978,2.47,12.62,13.05,13.05,13.23,0.0,10.7,1,5,8,640509,1.34875,103.71935
8979,7.9,9.1,13.67,13.67,13.85,0.0,11.68,0,3,10,510440,1.36916,103.95866
8980,6.23,7.23,13.93,13.93,14.08,0.0,9.02,0,5,10,823273,1.40231,103.90127
8981,7.4,9.9,13.93,13.93,14.05,0.0,7.02,1,5,10,550263,1.35398,103.87197
8982,0.07,10.9,14.13,14.13,14.28,0.0,9.87,0,4,10,527201,1.35292,103.95386
8983,42.45,11.32,14.2,14.2,14.37,0.0,10.43,1,5,10,650156,1.34836,103.74384
8984,17.03,12.08,14.2,14.28,14.47,5.38,15.43,2,3,8,680623,1.39832,103.74734
8985,3.58,9.98,14.23,14.37,14.53,8.55,18.22,3,3,18,121441,1.31483,103.7646
