customer,interarrival_time,service_time,arrival_time,service_start,service_end,wait_time,process_duration,queue_length,rating,price_paid,category,postal_code,lat,long
9323,9:06,6:55,4:44,4:44,4:52,0:00,8:11,1,4,4.8,H,530682,1.37373,103.88552
9324,10:53,10:17,4:46,4:52,5:01,6:16,14:48,2,4,4.8,H,530804,1.37115,103.89447
9325,15:41,10:32,4:47,4:55,5:03,7:22,15:30,3,3,12.8,CWB,600135,1.33385,103.74015
9326,5:39,7:29,5:13,5:13,5:21,0:00,8:07,0,4,4.8,H,640509,1.34875,103.71935
9327,9:57,12:03,5:36,5:36,5:47,0:00,10:22,0,5,4.8,H,510440,1.36916,103.95866
9328,15:24,10:39,6:12,6:12,6:21,0:00,9:09,0,4,4.8,H,823273,1.40231,103.90127
9329,4:55,11:17,6:32,6:32,6:42,0:00,9:53,0,5,38,RWBH,550263,1.35398,103.87197
9330,7:08,7:50,6:32,6:32,6:43,0:00,10:42,1,4,4.8,H,527201,1.35292,103.95386
9331,18:17,9:31,6:46,6:46,6:54,0:00,8:29,0,4,4.8,H,650156,1.34836,103.74384
9332,8:20,7:19,6:55,6:55,7:04,0:00,9:00,0,4,4.8,H,680623,1.39832,103.74734
9333,15:25,9:50,7:45,7:45,7:50,0:00,5:04,0,4,4.8,H,121441,1.31483,103.7646
9334,3:40,9:26,7:52,7:52,8:01,0:00,9:13,0,4,4.8,H,530108,1.35288,103.8905
9335,5:12,12:20,7:58,7:58,8:04,0:00,6:22,1,5,4.8,H,530682,1.37373,103.88552
9336,6:15,8:33,8:15,8:15,8:28,0:00,12:53,0,5,4.8,H,530804,1.37115,103.89447
9337,0:18,15:42,8:19,8:19,8:26,0:00,7:20,1,4,4.8,H,600135,1.33385,103.74015
9338,8:39,10:58,8:19,8:26,8:37,7:19,18:00,2,4,12.8,CWB,640509,1.34875,103.71935
9339,7:58,11:44,8:22,8:28,8:36,6:09,13:40,3,3,4.8,H,510440,1.36916,103.95866
9340,2:20,8:05,8:27,8:36,8:45,8:12,17:07,3,5,12.8,CWB,823273,1.40231,103.90127
9341,7:34,8:36,8:44,8:44,8:57,0:00,12:11,1,4,4.8,H,550263,1.35398,103.87197
9342,18:44,9:28,9:02,9:02,9:12,0:00,10:07,0,5,4.8,H,527201,1.35292,103.95386
9343,16:04,10:20,9:13,9:13,9:20,0:00,7:00,0,4,4.8,H,650156,1.34836,103.74384
9344,0:52,9:41,9:14,9:14,9:25,0:00,10:57,1,3,38,RWBH,680623,1.39832,103.74734
9345,6:36,10:36,9:25,9:25,9:33,0:00,8:25,1,5,4.8,H,121441,1.31483,103.7646
9346,2:32,11:11,9:39,9:39,9:50,0:00,10:23,0,3,4.8,H,530108,1.35288,103.8905
9347,19:35,8:27,9:59,9:59,10:09,0:00,10:23,0,5,4.8,H,530682,1.37373,103.88552
9348,16:36,6:55,10:29,10:29,10:39,0:00,10:20,0,5,4.8,H,530804,1.37115,103.89447
9349,19:02,9:37,11:01,11:01,11:09,0:00,7:37,0,4,12.8,CWB,600135,1.33385,103.74015
9350,1:21,11:13,11:03,11:03,11:13,0:00,10:01,1,4,4.8,H,640509,1.34875,103.71935
9351,22:18,9:56,11:29,11:29,11:37,0:00,8:02,0,4,4.8,H,510440,1.36916,103.95866
9352,7:07,8:56,11:38,11:38,11:46,0:00,8:36,0,4,4.8,H,823273,1.40231,103.90127
9353,5:33,12:04,11:49,11:49,11:59,0:00,9:24,0,4,4.8,H,550263,1.35398,103.87197
9354,16:59,7:25,11:55,11:55,12:04,0:00,8:51,1,5,4.8,H,527201,1.35292,103.95386
9355,13:38,13:14,11:56,11:59,12:07,2:11,10:17,2,3,4.8,H,650156,1.34836,103.74384
9356,2:36,12:31,12:00,12:04,12:14,4:33,13:51,2,3,4.8,H,680623,1.39832,103.74734
9357,21:32,8:13,12:01,12:07,12:15,5:14,13:38,3,5,4.8,H,121441,1.31483,103.7646
9358,2:55,14:08,12:06,12:14,12:24,7:11,17:56,3,3,4.8,H,530108,1.35288,103.8905
9359,29:27:00,9:18,12:08,12:15,12:24,7:22,16:15,3,3,4.8,H,530682,1.37373,103.88552
9360,1:43,14:32,12:12,12:24,12:31,12:16,19:08,4,3,4.8,H,530804,1.37115,103.89447
9361,0:59,5:43,12:19,12:24,12:36,5:22,16:57,3,4,4.8,H,600135,1.33385,103.74015
9362,7:17,11:25,12:41,12:41,12:49,0:00,7:44,0,4,4.8,H,640509,1.34875,103.71935
9363,13:22,12:01,12:59,12:59,13:11,0:00,11:18,0,4,22.8,PWBH,510440,1.36916,103.95866
9364,7:34,7:40,13:25,13:25,13:40,0:00,14:51,0,3,4.8,H,823273,1.40231,103.90127
9365,21:24,9:11,13:37,13:37,13:48,0:00,11:15,1,5,12.8,CWB,550263,1.35398,103.87197
9366,10:16,8:58,14:13,14:13,14:24,0:00,10:55,0,4,4.8,H,527201,1.35292,103.95386
9367,0:57,14:37,14:22,14:22,14:33,0:00,11:45,1,5,4.8,H,650156,1.34836,103.74384
9368,0:13,9:56,14:41,14:41,14:50,0:00,9:19,0,4,4.8,H,680623,1.39832,103.74734
9369,2:54,9:48,14:43,14:43,14:55,0:00,12:19,1,3,4.8,H,121441,1.31483,103.7646
9370,5:40,9:01,15:11,15:11,15:21,0:00,10:15,0,4,4.8,H,530108,1.35288,103.8905
9371,9:28,7:27,15:17,15:17,15:25,0:00,8:10,1,4,4.8,H,530682,1.37373,103.88552
9372,0:19,10:47,15:21,15:21,15:29,0:00,7:40,1,5,4.8,H,530804,1.37115,103.89447
9373,19:04,11:55,15:39,15:39,15:50,0:00,10:43,0,4,4.8,H,600135,1.33385,103.74015
9374,8:13,11:11,16:04,16:04,16:17,0:00,12:54,0,5,38,RWBH,640509,1.34875,103.71935
9375,1:05,10:05,16:36,16:36,16:47,0:00,10:29,0,5,12.8,CWB,510440,1.36916,103.95866
9376,7:19,11:14,16:49,16:49,16:59,0:00,9:45,0,4,22.8,PWBH,823273,1.40231,103.90127
9377,12:28,8:57,16:55,16:55,17:06,0:00,10:49,1,5,4.8,H,550263,1.35398,103.87197
9378,56:55:00,11:40,17:02,17:02,17:10,0:00,8:27,1,5,4.8,H,527201,1.35292,103.95386
9379,4:03,10:42,17:14,17:14,17:23,0:00,8:44,0,5,4.8,H,650156,1.34836,103.74384
9380,51:00:00,11:18,17:34,17:34,17:41,0:00,7:02,0,5,4.8,H,680623,1.39832,103.74734
9381,18:36,8:57,17:53,17:53,18:03,0:00,9:58,0,5,4.8,H,121441,1.31483,103.7646
9382,16:17,6:56,18:13,18:13,18:24,0:00,11:13,0,5,22.8,PWBH,530108,1.35288,103.8905
9383,28:07:00,10:19,18:15,18:15,18:24,0:00,8:44,1,4,4.8,H,530682,1.37373,103.88552
9384,17:32,11:49,18:16,18:24,18:35,7:40,19:21,2,3,4.8,H,530804,1.37115,103.89447
9385,25:05:00,10:22,18:18,18:24,18:35,5:47,16:24,3,3,12.8,CWB,600135,1.33385,103.74015
9386,7:58,8:00,18:28,18:35,18:43,6:40,15:10,2,4,38,RWBH,640509,1.34875,103.71935
9387,9:50,11:56,18:45,18:45,18:54,0:00,9:36,0,5,4.8,H,510440,1.36916,103.95866
9388,13:10,10:15,19:02,19:02,19:12,0:00,10:23,0,5,22.8,PWBH,823273,1.40231,103.90127
9389,15:33,9:18,19:25,19:25,19:32,0:00,7:13,0,4,4.8,H,550263,1.35398,103.87197
9390,4:37,6:59,20:15,20:15,20:26,0:00,10:59,0,3,4.8,H,527201,1.35292,103.95386
9391,6:19,6:36,20:20,20:20,20:28,0:00,8:09,1,5,22.8,PWBH,650156,1.34836,103.74384
9392,30:25:00,13:15,20:23,20:26,20:34,2:50,11:49,2,4,4.8,H,680623,1.39832,103.74734
9393,6:31,8:21,20:26,20:28,20:37,1:57,11:06,2,3,4.8,H,121441,1.31483,103.7646
9394,41:50:00,5:42,20:47,20:47,20:57,0:00,9:44,0,4,4.8,H,530108,1.35288,103.8905
9395,11:29,8:47,21:09,21:09,21:18,0:00,9:16,0,4,22.8,PWBH,530682,1.37373,103.88552
9396,1:41,6:14,21:14,21:14,21:23,0:00,9:35,1,5,4.8,H,530804,1.37115,103.89447
9397,36:57:00,11:16,21:18,21:18,21:29,0:00,10:47,1,5,4.8,H,600135,1.33385,103.74015
9398,16:33,9:57,21:19,21:23,21:31,4:03,11:45,2,3,4.8,H,640509,1.34875,103.71935
9399,1:51,11:44,21:33,21:33,21:41,0:00,7:57,0,5,4.8,H,510440,1.36916,103.95866
9400,4:59,10:57,22:00,22:00,22:13,0:00,13:04,0,3,22.8,PWBH,823273,1.40231,103.90127
9401,8:24,8:51,22:15,22:15,22:28,0:00,12:18,0,4,38,RWBH,550263,1.35398,103.87197
9402,42:47:00,14:26,22:33,22:33,22:47,0:00,14:01,0,3,4.8,H,527201,1.35292,103.95386
9403,7:28,8:50,23:07,23:07,23:14,0:00,7:11,0,4,4.8,H,650156,1.34836,103.74384
9404,25:00:00,12:32,23:08,23:08,23:18,0:00,9:49,1,4,4.8,H,680623,1.39832,103.74734
9405,17:55,7:29,23:11,23:14,23:23,2:53,12:03,2,5,4.8,H,121441,1.31483,103.7646
9406,15:24,10:41,23:32,23:32,23:44,0:00,12:00,0,4,4.8,H,530108,1.35288,103.8905
9407,0:18,11:27,23:53,23:53,0:02,0:00,9:38,0,4,4.8,H,530682,1.37373,103.88552
9408,1:20,8:43,0:19,0:19,0:26,0:00,7:07,0,4,4.8,H,530804,1.37115,103.89447
9409,12:09,6:09,0:23,0:23,0:33,0:00,10:09,1,5,4.8,H,600135,1.33385,103.74015
9410,4:31,7:42,0:29,0:29,0:38,0:00,9:47,1,5,4.8,H,640509,1.34875,103.71935
9411,0:38,12:43,0:47,0:47,0:55,0:00,8:22,0,4,12.8,CWB,510440,1.36916,103.95866
9412,21:43,11:50,0:48,0:48,0:53,0:00,5:46,1,5,4.8,H,823273,1.40231,103.90127
9413,36:57:00,9:43,1:10,1:10,1:20,0:00,10:12,0,5,4.8,H,550263,1.35398,103.87197
9414,1:27,9:11,1:25,1:25,1:38,0:00,12:27,0,4,22.8,PWBH,527201,1.35292,103.95386
9415,11:28,8:15,1:30,1:30,1:36,0:00,6:29,1,4,4.8,H,650156,1.34836,103.74384
9416,11:09,8:32,1:51,1:51,2:05,0:00,13:39,0,5,22.8,PWBH,680623,1.39832,103.74734
9417,14:48,9:47,2:34,2:34,2:45,0:00,11:42,0,4,4.8,H,121441,1.31483,103.7646
9418,16:23,13:17,2:45,2:45,2:55,0:00,10:54,1,4,4.8,H,530108,1.35288,103.8905
9419,4:08,11:13,2:59,2:59,3:10,0:00,11:01,0,5,4.8,H,530682,1.37373,103.88552
9420,4:42,9:54,3:09,3:09,3:18,0:00,9:01,1,4,4.8,H,530804,1.37115,103.89447
9421,3:41,9:37,3:12,3:12,3:20,0:00,8:02,1,4,4.8,H,600135,1.33385,103.74015
9422,3:17,12:01,3:17,3:18,3:26,0:22,8:26,2,5,4.8,H,640509,1.34875,103.71935
9423,28:56:00,10:01,3:29,3:29,3:40,0:00,10:47,0,4,4.8,H,510440,1.36916,103.95866
9424,1:09,10:46,3:32,3:32,3:41,0:00,9:16,1,5,4.8,H,823273,1.40231,103.90127
9425,6:59,9:06,3:44,3:44,3:53,0:00,9:49,0,4,4.8,H,550263,1.35398,103.87197
9426,21:07,11:57,4:12,4:12,4:25,0:00,13:25,0,3,4.8,H,527201,1.35292,103.95386
9427,0:05,9:29,4:25,4:25,4:34,0:00,8:59,1,4,4.8,H,650156,1.34836,103.74384
9428,11:43,11:23,4:26,4:26,4:37,0:00,11:10,1,4,22.8,PWBH,680623,1.39832,103.74734
9429,5:50,11:34,4:32,4:34,4:43,1:55,11:09,2,4,4.8,H,121441,1.31483,103.7646
9430,3:28,9:50,6:11,6:11,6:21,0:00,9:36,0,5,4.8,H,530108,1.35288,103.8905
9431,10:36,11:15,6:23,6:23,6:30,0:00,6:16,0,4,4.8,H,530682,1.37373,103.88552
9432,32:12:00,14:02,6:53,6:53,7:00,0:00,6:59,0,5,4.8,H,530804,1.37115,103.89447
9433,11:00,10:39,6:59,6:59,7:09,0:00,10:02,1,4,4.8,H,600135,1.33385,103.74015
9434,1:09,8:35,7:11,7:11,7:19,0:00,8:22,0,4,4.8,H,640509,1.34875,103.71935
9435,5:58,11:31,7:51,7:51,8:05,0:00,13:28,0,4,4.8,H,510440,1.36916,103.95866
9436,2:42,9:48,8:21,8:21,8:28,0:00,6:45,0,5,4.8,H,823273,1.40231,103.90127
9437,6:15,6:55,8:24,8:24,8:36,0:00,11:45,1,4,4.8,H,550263,1.35398,103.87197
9438,27:06:00,9:53,8:26,8:28,8:38,1:53,11:22,2,4,4.8,H,527201,1.35292,103.95386
9439,2:44,10:23,8:28,8:36,8:48,7:56,19:32,3,3,12.8,CWB,650156,1.34836,103.74384
9440,4:13,8:41,8:35,8:38,8:51,2:39,15:57,3,4,4.8,H,680623,1.39832,103.74734
9441,11:10,11:04,8:37,8:48,8:57,10:49,20:26,3,1,12.8,CWB,121441,1.31483,103.7646
9442,7:59,11:30,9:02,9:02,9:12,0:00,9:41,0,4,4.8,H,530108,1.35288,103.8905
9443,4:25,7:09,9:05,9:05,9:13,0:00,8:06,1,5,4.8,H,530682,1.37373,103.88552
9444,2:26,10:34,9:37,9:37,9:47,0:00,9:48,0,5,38,RWBH,530804,1.37115,103.89447
9445,10:32,11:10,9:55,9:55,10:06,0:00,10:31,0,5,38,RWBH,600135,1.33385,103.74015
9446,44:28:00,10:03,10:10,10:10,10:24,0:00,13:42,0,5,4.8,H,640509,1.34875,103.71935
9447,12:39,9:11,10:23,10:23,10:32,0:00,9:18,1,5,4.8,H,510440,1.36916,103.95866
9448,7:14,12:52,10:30,10:30,10:39,0:00,9:12,1,5,4.8,H,823273,1.40231,103.90127
9449,15:52,8:47,10:40,10:40,10:48,0:00,8:23,0,4,4.8,H,550263,1.35398,103.87197
9450,4:04,9:48,10:49,10:49,10:59,0:00,10:06,0,3,4.8,H,527201,1.35292,103.95386
9451,3:16,9:45,11:00,11:00,11:12,0:00,11:54,0,5,4.8,H,650156,1.34836,103.74384
9452,4:35,9:44,11:09,11:09,11:17,0:00,8:28,1,5,4.8,H,680623,1.39832,103.74734
9453,36:54:00,7:29,11:17,11:17,11:26,0:00,9:00,1,5,4.8,H,121441,1.31483,103.7646
9454,4:34,11:24,11:25,11:25,11:30,0:00,5:48,1,5,4.8,H,530108,1.35288,103.8905
9455,6:32,7:29,12:18,12:18,12:27,0:00,8:58,0,4,12.8,CWB,530682,1.37373,103.88552
9456,30:17:00,8:43,12:22,12:22,12:29,0:00,7:10,1,5,4.8,H,530804,1.37115,103.89447
9457,4:30,9:35,12:38,12:38,12:50,0:00,11:02,0,3,4.8,H,600135,1.33385,103.74015
9458,41:25:00,10:25,13:15,13:15,13:25,0:00,9:56,0,4,4.8,H,640509,1.34875,103.71935
9459,20:19,8:51,13:26,13:26,13:36,0:00,9:29,0,5,4.8,H,510440,1.36916,103.95866
9460,4:36,10:27,13:39,13:39,13:49,0:00,10:28,0,3,4.8,H,823273,1.40231,103.90127
9461,10:28,8:45,14:08,14:08,14:16,0:00,7:34,0,4,4.8,H,550263,1.35398,103.87197
9462,0:22,11:30,14:40,14:40,14:52,0:00,11:50,0,3,4.8,H,527201,1.35292,103.95386
9463,15:55,9:32,14:49,14:49,15:02,0:00,12:46,1,5,4.8,H,650156,1.34836,103.74384
9464,20:58,11:43,14:53,14:53,15:04,0:00,11:24,1,3,4.8,H,680623,1.39832,103.74734
9465,17:56,6:53,15:05,15:05,15:16,0:00,11:35,0,5,4.8,H,121441,1.31483,103.7646
9466,0:15,10:47,15:13,15:13,15:26,0:00,13:01,1,3,4.8,H,530108,1.35288,103.8905
9467,6:35,7:23,16:21,16:21,16:32,0:00,10:15,0,5,4.8,H,530682,1.37373,103.88552
9468,48:19:00,10:08,16:24,16:24,16:33,0:00,8:16,1,4,4.8,H,530804,1.37115,103.89447
9469,14:04,8:43,16:29,16:32,16:44,2:50,15:01,2,4,4.8,H,600135,1.33385,103.74015
9470,8:44,11:12,16:31,16:33,16:42,1:03,10:23,3,3,4.8,H,640509,1.34875,103.71935
9471,28:21:00,10:56,16:36,16:42,16:53,5:26,16:37,2,4,12.8,CWB,510440,1.36916,103.95866
9472,21:31,7:37,16:39,16:44,16:55,4:21,15:24,3,5,4.8,H,823273,1.40231,103.90127
9473,1:33,9:04,16:45,16:53,17:05,7:53,20:03,2,3,4.8,H,550263,1.35398,103.87197
9474,1:36,10:21,17:26,17:26,17:35,0:00,9:29,0,4,15.8,SWBH,527201,1.35292,103.95386
9475,34:22:00,10:47,17:29,17:29,17:37,0:00,7:27,1,4,4.8,H,650156,1.34836,103.74384
9476,2:03,7:24,17:47,17:47,17:57,0:00,10:52,0,4,22.8,PWBH,680623,1.39832,103.74734
9477,21:25,10:19,18:02,18:02,18:12,0:00,10:04,0,5,38,RWBH,121441,1.31483,103.7646
9478,3:30,7:18,18:03,18:03,18:16,0:00,12:54,1,5,4.8,H,530108,1.35288,103.8905
9479,3:28,9:05,18:18,18:18,18:32,0:00,13:33,0,3,4.8,H,530682,1.37373,103.88552
9480,33:41:00,12:23,18:27,18:27,18:37,0:00,9:45,1,4,4.8,H,530804,1.37115,103.89447
9481,0:25,8:33,18:39,18:39,18:49,0:00,10:25,0,3,38,RWBH,600135,1.33385,103.74015
9482,1:52,8:01,18:40,18:40,18:48,0:00,8:32,1,4,4.8,H,640509,1.34875,103.71935
9483,21:14,9:00,18:42,18:48,18:59,6:32,17:23,2,5,4.8,H,510440,1.36916,103.95866
9484,6:10,6:44,18:59,18:59,19:08,0:00,8:15,0,4,4.8,H,823273,1.40231,103.90127
9485,8:59,12:43,19:39,19:39,19:48,0:00,9:05,0,5,38,RWBH,550263,1.35398,103.87197
9486,17:27,11:17,19:44,19:44,19:53,0:00,9:18,1,4,4.8,H,527201,1.35292,103.95386
9487,3:26,7:50,19:55,19:55,20:03,0:00,7:59,0,5,4.8,H,650156,1.34836,103.74384
9488,25:05:00,8:42,19:55,19:55,20:04,0:00,8:49,1,4,4.8,H,680623,1.39832,103.74734
9489,26:20:00,10:55,20:02,20:03,20:17,1:19,15:06,2,4,4.8,H,121441,1.31483,103.7646
9490,17:39,8:42,20:09,20:09,20:20,0:00,11:16,1,3,38,RWBH,530108,1.35288,103.8905
9491,4:19,12:39,20:16,20:17,20:26,1:25,10:06,2,5,22.8,PWBH,530682,1.37373,103.88552
9492,35:04:00,9:52,20:23,20:23,20:32,0:00,8:54,1,4,22.8,PWBH,508913,1.37093,103.97119
9493,35:51:00,13:46,20:33,20:33,20:43,0:00,10:27,0,4,4.8,H,540330,1.39681,103.88936
9494,15:24,10:46,20:34,20:34,20:41,0:00,6:57,1,4,4.8,H,670260,1.3884,103.78793
9495,28:51:00,9:39,20:43,20:43,20:54,0:00,10:56,0,3,4.8,H,650156,1.34836,103.74384
9496,15:18,12:19,20:49,20:49,21:03,0:00,14:20,1,3,4.8,H,680623,1.39832,103.74734
9497,20:18,13:39,20:53,20:54,21:02,1:25,9:13,2,4,4.8,H,121441,1.31483,103.7646
9498,27:33:00,8:36,21:07,21:07,21:17,0:00,9:37,0,5,4.8,H,530108,1.35288,103.8905
9499,3:56,9:04,21:10,21:10,21:24,0:00,13:20,1,3,22.8,PWBH,530682,1.37373,103.88552
9500,30:23:00,7:11,21:11,21:17,21:25,5:14,13:25,2,5,4.8,H,508913,1.37093,103.97119
9501,35:30:00,9:54,21:32,21:32,21:42,0:00,10:03,0,5,22.8,PWBH,540330,1.39681,103.88936
9502,39:26:00,12:17,21:32,21:32,21:41,0:00,8:45,1,4,22.8,PWBH,670260,1.3884,103.78793
9503,30:21:00,10:23,22:20,22:20,22:25,0:00,5:43,0,5,4.8,H,650156,1.34836,103.74384
9504,11:34,11:42,22:37,22:37,22:48,0:00,10:58,0,4,38,RWBH,680623,1.39832,103.74734
9505,49:40:00,11:30,23:15,23:15,23:25,0:00,9:34,0,4,4.8,H,121441,1.31483,103.7646
9506,21:57,9:35,23:38,23:38,23:48,0:00,10:36,0,5,4.8,H,530108,1.35288,103.8905
9507,12:04,13:27,23:49,23:49,23:59,0:00,10:11,0,5,4.8,H,530682,1.37373,103.88552
9508,9:15,11:33,0:52,0:52,1:02,0:00,9:47,0,5,4.8,H,508913,1.37093,103.97119
9509,25:57:00,9:03,1:26,1:26,1:34,0:00,8:01,0,5,4.8,H,540330,1.39681,103.88936
9510,5:07,11:04,1:40,1:40,1:50,0:00,9:57,0,4,4.8,H,670260,1.3884,103.78793
9511,0:50,12:15,1:51,1:51,2:01,0:00,10:00,0,4,4.8,H,650156,1.34836,103.74384
9512,8:34,7:32,1:51,1:51,2:02,0:00,10:28,1,4,38,RWBH,680623,1.39832,103.74734
9513,1:59,11:24,2:02,2:02,2:16,0:00,14:22,0,4,4.8,H,121441,1.31483,103.7646
9514,21:36,7:20,2:24,2:24,2:33,0:00,9:05,0,4,4.8,H,530108,1.35288,103.8905
9515,31:17:00,7:23,2:45,2:45,2:54,0:00,9:31,0,5,4.8,H,530682,1.37373,103.88552
9516,18:40,8:37,2:54,2:54,3:03,0:00,8:56,1,5,4.8,H,508913,1.37093,103.97119
9517,25:10:00,8:53,3:25,3:25,3:37,0:00,11:49,0,5,12.8,CWB,540330,1.39681,103.88936
9518,51:03:00,10:35,3:38,3:38,3:46,0:00,7:22,0,4,4.8,H,670260,1.3884,103.78793
9519,27:17:00,10:34,3:55,3:55,4:04,0:00,8:47,0,5,4.8,H,650156,1.34836,103.74384
9520,6:07,8:20,4:17,4:17,4:24,0:00,7:27,0,5,4.8,H,680623,1.39832,103.74734
9521,20:36,9:10,4:22,4:22,4:34,0:00,11:21,1,4,4.8,H,121441,1.31483,103.7646
9522,7:09,7:39,4:49,4:49,4:58,0:00,9:31,0,4,4.8,H,530108,1.35288,103.8905
9523,1:20,12:27,4:54,4:54,5:09,0:00,14:29,1,5,4.8,H,530682,1.37373,103.88552
9524,12:38,9:26,5:14,5:14,5:23,0:00,9:27,0,4,12.8,CWB,508913,1.37093,103.97119
9525,38:24:00,8:53,5:14,5:14,5:23,0:00,9:10,1,4,4.8,H,540330,1.39681,103.88936
9526,9:47,7:53,5:18,5:23,5:34,4:58,16:06,2,4,4.8,H,670260,1.3884,103.78793
9527,1:35,8:10,5:22,5:23,5:36,1:10,14:07,3,4,4.8,H,650156,1.34836,103.74384
9528,9:04,10:01,5:27,5:34,5:42,6:40,14:14,2,4,4.8,H,680623,1.39832,103.74734
9529,19:09,11:01,5:37,5:37,5:51,0:00,13:27,1,3,4.8,H,121441,1.31483,103.7646
9530,44:12:00,9:07,6:18,6:18,6:27,0:00,9:08,0,5,4.8,H,530108,1.35288,103.8905
9531,7:14,8:54,6:19,6:19,6:34,0:00,14:54,1,4,4.8,H,530682,1.37373,103.88552
9532,23:43,3:49,7:37,7:37,7:49,0:00,12:41,0,5,4.8,H,508913,1.37093,103.97119
9533,24:25:00,11:19,8:09,8:09,8:21,0:00,11:31,0,4,4.8,H,540330,1.39681,103.88936
9534,0:19,11:16,8:40,8:40,8:48,0:00,7:58,0,5,4.8,H,670260,1.3884,103.78793
9535,0:27,12:26,9:04,9:04,9:12,0:00,7:38,0,5,4.8,H,650156,1.34836,103.74384
9536,26:20:00,12:04,9:09,9:09,9:21,0:00,11:16,1,3,4.8,H,680623,1.39832,103.74734
9537,2:30,8:32,9:48,9:48,9:59,0:00,10:57,0,4,4.8,H,121441,1.31483,103.7646
9538,25:59:00,10:14,9:49,9:49,10:00,0:00,11:11,1,5,4.8,H,530108,1.35288,103.8905
9539,13:24,8:44,9:55,9:59,10:07,3:46,12:07,2,5,4.8,H,530682,1.37373,103.88552
9540,17:33,10:26,9:59,10:00,10:09,1:31,10:45,3,5,4.8,H,508913,1.37093,103.97119
9541,21:06,8:44,10:04,10:07,10:16,3:46,11:59,2,4,4.8,H,540330,1.39681,103.88936
9542,1:52,11:29,10:08,10:09,10:21,1:19,13:20,2,4,4.8,H,670260,1.3884,103.78793
9543,0:42,8:46,10:18,10:18,10:30,0:00,11:35,1,5,4.8,H,650156,1.34836,103.74384
9544,12:17,9:06,10:24,10:24,10:35,0:00,11:00,1,3,4.8,H,680623,1.39832,103.74734
9545,0:30,10:30,10:59,10:59,11:08,0:00,8:29,0,4,22.8,PWBH,121441,1.31483,103.7646
9546,9:07,9:58,11:01,11:01,11:12,0:00,11:36,1,3,4.8,H,530108,1.35288,103.8905
9547,12:44,10:06,11:13,11:13,11:27,0:00,13:33,0,3,4.8,H,530682,1.37373,103.88552
9548,1:15,11:15,11:22,11:22,11:34,0:00,11:49,1,3,4.8,H,508913,1.37093,103.97119
9549,8:50,9:56,11:39,11:39,11:46,0:00,7:24,0,5,4.8,H,540330,1.39681,103.88936
9550,28:12:00,9:20,12:07,12:07,12:20,0:00,12:46,0,5,4.8,H,670260,1.3884,103.78793
9551,7:37,9:43,12:09,12:09,12:19,0:00,9:50,1,4,4.8,H,650156,1.34836,103.74384
9552,9:55,6:30,12:11,12:19,12:27,7:55,15:57,2,4,4.8,H,680623,1.39832,103.74734
9553,10:45,9:40,12:16,12:20,12:29,4:02,13:03,3,3,4.8,H,121441,1.31483,103.7646
9554,6:33,10:50,12:31,12:31,12:41,0:00,9:27,0,5,4.8,H,530108,1.35288,103.8905
9555,35:21:00,10:23,12:41,12:41,12:49,0:00,7:29,0,4,4.8,H,530682,1.37373,103.88552
9556,17:52,10:11,12:42,12:42,12:54,0:00,11:14,1,4,4.8,H,508913,1.37093,103.97119
9557,4:36,11:02,12:45,12:49,12:59,3:39,13:57,2,3,22.8,PWBH,540330,1.39681,103.88936
9558,8:12,7:49,12:54,12:54,13:03,0:00,9:29,1,5,4.8,H,670260,1.3884,103.78793
9559,24:36:00,10:50,12:56,12:59,13:10,3:26,14:17,2,4,12.8,CWB,650156,1.34836,103.74384
9560,27:11:00,8:49,13:22,13:22,13:30,0:00,8:29,0,5,4.8,H,680623,1.39832,103.74734
9561,4:45,7:56,13:33,13:33,13:38,0:00,5:31,0,5,4.8,H,121441,1.31483,103.7646
9562,30:05:00,7:51,13:43,13:43,13:53,0:00,9:14,0,5,22.8,PWBH,530108,1.35288,103.8905
9563,23:04,12:31,14:08,14:08,14:20,0:00,11:25,0,3,4.8,H,530682,1.37373,103.88552
9564,8:22,9:56,14:26,14:26,14:36,0:00,9:57,0,4,4.8,H,508913,1.37093,103.97119
9565,1:51,10:27,14:50,14:50,14:59,0:00,9:46,0,5,4.8,H,540330,1.39681,103.88936
9566,0:42,10:44,15:02,15:02,15:11,0:00,9:15,0,4,4.8,H,670260,1.3884,103.78793
9567,1:29,13:18,15:02,15:02,15:14,0:00,11:39,1,3,4.8,H,650156,1.34836,103.74384
9568,4:51,10:55,15:11,15:11,15:20,0:41,9:36,2,5,4.8,H,680623,1.39832,103.74734
9569,10:54,8:18,15:50,15:50,16:03,0:00,13:01,0,3,4.8,H,121441,1.31483,103.7646
9570,35:45:00,10:43,15:54,15:54,16:04,0:00,9:28,1,4,4.8,H,530108,1.35288,103.8905
9571,0:35,9:24,15:57,16:03,16:14,6:08,16:56,2,5,4.8,H,530682,1.37373,103.88552
9572,8:29,9:03,16:06,16:06,16:16,0:00,9:35,1,4,4.8,H,508913,1.37093,103.97119
9573,4:55,10:07,16:32,16:32,16:40,0:00,8:42,0,5,4.8,H,540330,1.39681,103.88936
9574,13:08,9:27,16:42,16:42,16:50,0:00,8:17,0,4,4.8,H,670260,1.3884,103.78793
9575,25:54:00,8:56,18:05,18:05,18:16,0:00,10:55,0,4,4.8,H,650156,1.34836,103.74384
9576,0:42,6:47,19:33,19:33,19:40,0:00,7:00,0,5,38,RWBH,680623,1.39832,103.74734
